object_id,ens_oof_proba,target
dirnaith_achas_noroth,0.02577114,0
drafn_araf_ryn,0.9121146,1
drafn_araf_ryn,0.9073587,1
eilian_pilin_fang,0.034570623,0
eilian_pilin_fang,0.03617761,0
eilian_pod_firiel,0.18179426,0
eilian_pod_firiel,0.2952172,0
elu_rusc_nath,0.7245606,1
elu_rusc_nath,0.7245606,1
elvellon_fast_annon,0.061403774,0
elvellon_fast_annon,0.060954567,0
ennorath_guldur_aear,0.005751185,0
ennorath_guldur_aear,0.0055579036,0
erchion_ungol_aduial,0.06960308,0
erchion_ungol_aduial,0.06919362,0
espalass_melethron_ungol,0.0065274793,0
espalass_melethron_ungol,0.006817623,0
espalass_nestad_hul,0.04408856,0
espalass_nestad_hul,0.043020643,0
fae_haeron_merilin,0.4232363,0
fae_haeron_merilin,0.6055272,0
fang_ira_nell,0.023653297,0
fang_ira_nell,0.023056278,0
fast_ang_lebenedh,0.008798342,0
fast_ang_lebenedh,0.007557595,0
fast_celeb_bregedur,0.007332994,0
fast_celeb_bregedur,0.006069262,0
firiel_lend_mithril,0.14809003,0
firiel_lend_mithril,0.1687654,0
fuin_bragol_talraph,0.0077540157,0
fuin_bragol_talraph,0.008417337,0
galad_thangail_pethron,0.003964892,0
galad_thangail_pethron,0.003837389,0
gas_cair_gondrath,0.87427384,0
gas_cair_gondrath,0.87427384,0
gas_glaur_daen,0.35548466,0
gas_glaur_daen,0.35816202,0
gaurwaith_Ithil_rhach,0.021463642,0
gaurwaith_Ithil_rhach,0.022820096,0
gli_lembas_galadhrim,0.021769788,0
gli_lembas_galadhrim,0.020056149,0
gond_aduial_suil,0.098305725,0
gond_aduial_suil,0.09883359,0
gond_pent_Dornhoth,0.2788468,0
gond_pent_Dornhoth,0.30058652,0
gondrath_saer_rach,0.32025257,0
gondrath_saer_rach,0.31174168,0
graw_heledir_lunt,0.0030114602,0
graw_heledir_lunt,0.0029597483,0
graw_idhren_narthan,0.009768106,0
graw_idhren_narthan,0.009768106,0
gul_braig_baug,0.014979328,0
gul_braig_baug,0.014979328,0
gwador_thurin_hal,0.21529216,0
gwador_thurin_hal,0.25893587,0
gwathui_adan_barad,0.1998521,0
gwathui_adan_barad,0.20507559,0
gwilwileth_aegas_ah,0.0049627237,0
gwilwileth_aegas_ah,0.0049627237,0
gwilwileth_ungol_aegas,0.39901537,0
gwilwileth_ungol_aegas,0.4232667,0
hand_gwathui_alae,0.0071818936,0
hand_gwathui_alae,0.0071818936,0
hand_parf_gwathui,0.0070497836,0
hand_parf_gwathui,0.0070497836,0
helegnen_luith_raug,0.04283883,0
helegnen_luith_raug,0.078829914,0
helegnen_tathar_hend,0.008116529,0
helegnen_tathar_hend,0.0090717515,0
hervess_calad_firiel,0.10872354,0
hervess_calad_firiel,0.06742865,0
hervess_hend_lam,0.49129957,1
hervess_hend_lam,0.49425995,1
hud_fast_hend,0.09058422,0
hud_fast_hend,0.08564642,0
imrad_achas_glamor,0.9225877,1
imrad_achas_glamor,0.9257695,1
imrad_nothrim_Sindarin,0.058854796,0
imrad_nothrim_Sindarin,0.057141505,0
ingem_hub_lembas,0.595301,0
ingem_hub_lembas,0.51541024,0
ingem_lost_acharn,0.0076336022,0
ingem_lost_acharn,0.011273405,0
ist_acharn_pendrath,0.17345302,0
ist_acharn_pendrath,0.18495914,0
lagor_narthan_mindon,0.19797942,0
lagor_narthan_mindon,0.21239337,0
lang_lalaith_meldir,0.00789522,0
lang_lalaith_meldir,0.00826668,0
law_minuial_cabor,0.005473379,0
law_minuial_cabor,0.005473379,0
lebdas_adab_aglareb,0.03326644,0
lebdas_adab_aglareb,0.046446618,0
limlug_mindon_iar,0.58620477,0
limlug_mindon_iar,0.41783252,0
limlug_pess_gwend,0.021398498,0
limlug_pess_gwend,0.026259143,0
lobor_mithren_fang,0.044466276,0
lobor_mithren_fang,0.021366281,0
lossen_pess_duin,0.07024702,0
lossen_pess_duin,0.058607504,0
lost_ungol_draug,0.42894268,0
lost_ungol_draug,0.40489107,0
luith_gobennas_ang,0.0024693424,0
luith_gobennas_ang,0.0021654477,0
luith_saig_aranarth,0.0073189093,0
luith_saig_aranarth,0.00822764,0
luithien_mindon_eirien,0.004762635,0
luithien_mindon_eirien,0.0048091146,0
maethor_meldir_rhosc,0.016246645,0
maethor_meldir_rhosc,0.01519656,0
magor_elvellon_caras,0.79597664,0
magor_elvellon_caras,0.67772037,0
malad_saer_balrog,0.061844666,0
malad_saer_balrog,0.060132768,0
manadh_gaurwaith_lalaith,0.014303076,0
manadh_gaurwaith_lalaith,0.014335633,0
melethron_panas_aeglir,0.022650814,0
melethron_panas_aeglir,0.022650814,0
mereth_aiglos_ram,0.0073703723,0
mereth_aiglos_ram,0.0073703723,0
mindon_helegnen_galad,0.09251062,0
mindon_helegnen_galad,0.06448308,0
mithril_suil_cugu,0.8212865,1
mithril_suil_cugu,0.34748372,1
myril_thurin_ist,0.008752522,0
myril_thurin_ist,0.00937319,0
nadhras_pethron_ulug,0.040971078,0
nadhras_pethron_ulug,0.040011536,0
narthan_cugu_mir,0.017307526,0
narthan_cugu_mir,0.015503835,0
neledh_eglan_gwaloth,0.0059184018,0
neledh_eglan_gwaloth,0.0059133577,0
nestad_agarwaen_saer,0.07090354,0
nestad_agarwaen_saer,0.10034231,0
nimbrethil_adab_maethor,0.4635276,0
nimbrethil_adab_maethor,0.5014371,0
nur_nidh_fuin,0.047236644,0
nur_nidh_fuin,0.041145507,0
ogol_saig_adab,0.004713607,0
ogol_saig_adab,0.004971946,0
onodrim_hervess_firion,0.4856106,0
onodrim_hervess_firion,0.4856106,0
paich_Mirion_aeruil,0.036676407,0
paich_Mirion_aeruil,0.03184241,0
paich_erchion_ablad,0.0050004274,0
paich_erchion_ablad,0.0047281836,0
paich_graw_haradrim,0.10233538,0
paich_graw_haradrim,0.084475726,0
panas_lalaith_bronwe,0.062294256,0
panas_lalaith_bronwe,0.06373323,0
parf_per_ruith,0.010628917,0
parf_per_ruith,0.010628917,0
pendrath_Gwathuirim_Elrim,0.0062275045,0
pendrath_Gwathuirim_Elrim,0.008195572,0
pent_agor_bronwe,0.7852425,1
pent_agor_bronwe,0.7885077,1
per_hwiniol_nimbrethil,0.01075853,0
per_hwiniol_nimbrethil,0.011417066,0
perian_gwend_gwilwileth,0.009894816,0
perian_gwend_gwilwileth,0.009536813,0
perian_mir_balrog,0.0069252322,0
perian_mir_balrog,0.0059365025,0
pethron_corf_menel,0.154803,0
pethron_corf_menel,0.29186824,0
raef_hud_baug,0.6047962,1
raef_hud_baug,0.8641122,1
ram_thavron_rusc,0.69814575,1
ram_thavron_rusc,0.70780677,1
rhach_bellas_alae,0.0045583514,0
rhach_bellas_alae,0.004539934,0
rhun_mir_magol,0.025210332,0
rhun_mir_magol,0.026312672,0
riel_glae_gellui,0.13092527,0
riel_glae_gellui,0.10490743,0
riel_glass_lasguil,0.009542401,0
riel_glass_lasguil,0.008821273,0
riel_nadhras_firiel,0.0135105895,0
riel_nadhras_firiel,0.015556885,0
ris_hul_minas,0.024939444,0
ris_hul_minas,0.024418134,0
ris_perian_Tawarwaith,0.009229627,0
ris_perian_Tawarwaith,0.009053831,0
rist_anwar_amlug,0.07969238,0
rist_anwar_amlug,0.071980655,0
roch_hal_eryn,0.03186663,0
roch_hal_eryn,0.030450026,0
roch_magol_luin,0.39893833,0
roch_magol_luin,0.41457024,0
rochben_roch_naer,0.005177471,0
rochben_roch_naer,0.005015394,0
rom_cae_mil,0.00834396,0
rom_cae_mil,0.011459368,0
rom_lass_laug,0.25057423,0
rom_lass_laug,0.23643745,0
romru_elvellon_alph,0.1537594,0
romru_elvellon_alph,0.07409662,0
rudh_achas_lachenn,0.023939906,0
rudh_achas_lachenn,0.019015979,0
ruith_nell_alph,0.033483975,0
ruith_nell_alph,0.01751892,0
ruith_nur_aranarth,0.06588404,0
ruith_nur_aranarth,0.06588404,0
ryn_amarth_rhach,0.0073653166,0
ryn_amarth_rhach,0.0060924906,0
saig_nagol_rodwen,0.11538153,0
saig_nagol_rodwen,0.11840128,0
salph_iar_merilin,0.01737528,0
salph_iar_merilin,0.01657534,0
sammar_luin_rom,0.019881183,0
sammar_luin_rom,0.0231954,0
soga_forodrim_aith,0.007162205,0
soga_forodrim_aith,0.0075236745,0
soga_galad_amon,0.020604622,0
soga_galad_amon,0.016459731,0
suil_sogannen_bain,0.6683804,1
suil_sogannen_bain,0.4420778,1
talraph_anann_nestad,0.0098324185,0
talraph_anann_nestad,0.009923801,0
tang_aranarth_gwanur,0.042345647,0
tang_aranarth_gwanur,0.030202279,0
tavor_hud_parf,0.5470536,0
tavor_hud_parf,0.4616476,0
tavor_luin_espalass,0.0083423145,0
tavor_luin_espalass,0.009672965,0
thamas_hud_cuil,0.71032405,1
thamas_hud_cuil,0.6906867,1
thul_iar_lalaith,0.043874644,0
thul_iar_lalaith,0.043874644,0
tinnu_maen_gaurwaith,0.022723908,0
tinnu_maen_gaurwaith,0.021754777,0
tirith_randir_gwanur,0.07403203,0
tirith_randir_gwanur,0.07865959,0
tobas_Elrim_salph,0.91555625,1
tobas_Elrim_salph,0.92434275,1
tobas_hub_glandagol,0.009049102,0
tobas_hub_glandagol,0.008523129,0
uir_edlothiad_espalass,0.024353206,0
uir_edlothiad_espalass,0.026278406,0
uruk_narthan_lin,0.008646711,0
uruk_narthan_lin,0.009797122,0
ylf_gath_dannas,0.8144206,0
ylf_gath_dannas,0.8144206,0
Druadan_rodwen_bragol,0.68993163,1
Druadan_rodwen_bragol,0.71118087,1
Elrim_harad_menel,0.9018073,1
Elrim_harad_menel,0.9121895,1
Eluwaith_nestad_in,0.010309986,0
Eluwaith_nestad_in,0.010328137,0
Ennor_nimp_rovalug,0.009613662,0
Ennor_nimp_rovalug,0.009613662,0
Rochirrim_dunadan_annon,0.13615224,0
Rochirrim_dunadan_annon,0.09054555,0
Rochirrim_pennas_fervain,0.06199674,0
Rochirrim_pennas_fervain,0.05989499,0
aes_faun_melethron,0.055869453,0
aes_faun_melethron,0.058496613,0
agor_galenas_pod,0.015066272,0
agor_galenas_pod,0.010059693,0
agor_gaurwaith_hervenn,0.011536386,0
agor_gaurwaith_hervenn,0.011135477,0
ah_eirien_mithren,0.043966398,0
ah_eirien_mithren,0.045067452,0
aiglos_iphant_corf,0.007195575,0
aiglos_iphant_corf,0.0052708825,0
amath_lobor_rhun,0.22222859,0
amath_lobor_rhun,0.13122985,0
amloth_gaw_lalaith,0.041812,0
amloth_gaw_lalaith,0.041735396,0
amloth_talraph_puig,0.006139017,0
amloth_talraph_puig,0.0059134564,0
angos_rochir_aras,0.67435694,1
angos_rochir_aras,0.7831094,1
ank_raegdan_iaun,0.435531,0
ank_raegdan_iaun,0.50341713,0
araf_gwaun_nagol,0.017491836,0
araf_gwaun_nagol,0.017491836,0
aran_lin_gwaun,0.018608844,0
aran_lin_gwaun,0.018059937,0
badhor_mirdan_hwiniol,0.011061247,0
badhor_mirdan_hwiniol,0.010702621,0
bass_thamas_galadhrim,0.008870357,0
bass_thamas_galadhrim,0.011903259,0
bellas_nell_amath,0.03229514,0
bellas_nell_amath,0.02537762,0
bellas_rochben_aith,0.117548205,0
bellas_rochben_aith,0.117548205,0
bragol_gwathui_gobennas,0.5202998,0
bragol_gwathui_gobennas,0.37457967,0
bragol_ninglor_ank,0.017338805,0
bragol_ninglor_ank,0.015036156,0
braig_dunedhel_elu,0.007615167,0
braig_dunedhel_elu,0.010107297,0
calad_suil_badhor,0.0067965197,0
calad_suil_badhor,0.0067965197,0
callon_daen_harad,0.15088429,0
callon_daen_harad,0.14336106,0
callon_pess_hand,0.4325405,0
callon_pess_hand,0.4341163,0
caras_uanui_merilin,0.10729061,0
caras_uanui_merilin,0.12277549,0
celeb_Ithil_cuin,0.014356613,0
celeb_Ithil_cuin,0.011931379,0
celon_agor_elu,0.01057262,0
celon_agor_elu,0.011786266,0
cirdan_araf_maecheneb,0.63341707,0
cirdan_araf_maecheneb,0.5090796,0
cuin_corch_nothrim,0.025149763,0
cuin_corch_nothrim,0.023933666,0
cuin_gondrath_aith,0.0060378644,0
cuin_gondrath_aith,0.006316842,0
cuin_pess_uir,0.0053434637,0
cuin_pess_uir,0.005259301,0
cund_Mirion_dunedhel,0.18293656,0
cund_Mirion_dunedhel,0.14601624,0
dirnaith_heledh_minas,0.008110562,0
dirnaith_heledh_minas,0.0076630493,0
dol_mirdan_adan,0.13189977,0
dol_mirdan_adan,0.096962586,0
drafn_achas_rochben,0.14195114,0
drafn_achas_rochben,0.1599394,0
drego_amlug_galadhrim,0.06906003,0
drego_amlug_galadhrim,0.07396974,0
dunedhel_min_hub,0.0074029816,0
dunedhel_min_hub,0.007402744,0
edlothiad_celeb_menel,0.06609193,0
edlothiad_celeb_menel,0.07595971,0
eilian_hud_lossen,0.011506852,0
eilian_hud_lossen,0.013292799,0
erchion_lend_lain,0.08672506,0
erchion_lend_lain,0.08672506,0
eredh_nothrim_hador,0.011823652,0
eredh_nothrim_hador,0.012077364,0
espalass_ryn_ist,0.057766203,0
espalass_ryn_ist,0.0658604,0
fast_cenedril_pod,0.35528782,0
fast_cenedril_pod,0.35712597,0
faun_heledh_onodrim,0.005037096,0
faun_heledh_onodrim,0.0062603545,0
firiel_tinuviel_ennorath,0.2217172,0
firiel_tinuviel_ennorath,0.3285903,0
gador_galad_myril,0.0061226343,0
gador_galad_myril,0.0061226343,0
galadhrim_bellas_amarth,0.069293566,0
galadhrim_bellas_amarth,0.06620198,0
gath_laes_gaur,0.5819817,0
gath_laes_gaur,0.5778026,0
gaurwaith_tamin_ungol,0.3181125,1
gaurwaith_tamin_ungol,0.3181125,1
gaw_hador_peredhel,0.0072065033,0
gaw_hador_peredhel,0.007669935,0
gellui_maecheneb_raef,0.009681682,0
gellui_maecheneb_raef,0.00968234,0
gil_mithren_luithien,0.004513,0
gil_mithren_luithien,0.00437358,0
glandagol_dunadan_min,0.038401138,0
glandagol_dunadan_min,0.03808538,0
glass_menel_rudh,0.023087699,0
glass_menel_rudh,0.023115927,0
glass_nidh_cenedril,0.0043019326,0
glass_nidh_cenedril,0.00412029,0
gobennas_gondrath_puig,0.07428149,0
gobennas_gondrath_puig,0.07229294,0
gond_Mirion_lain,0.10831502,0
gond_Mirion_lain,0.108312614,0
gondrath_haudh_mund,0.37938604,0
gondrath_haudh_mund,0.42001045,0
gorn_lebenedh_bregedur,0.014373321,0
gorn_lebenedh_bregedur,0.014436306,0
gorn_narthan_agar,0.06421365,0
gorn_narthan_agar,0.059845675,0
grond_ogol_pennas,0.0106192045,0
grond_ogol_pennas,0.008074796,0
gul_celon_gond,0.0052158604,0
gul_celon_gond,0.004913725,0
gul_eirien_anwar,0.008891653,0
gul_eirien_anwar,0.006725897,0
gwanur_Gwathuirim_Rochirrim,0.03368637,0
gwanur_Gwathuirim_Rochirrim,0.030646114,0
gwanur_thul_firion,0.006417669,0
gwanur_thul_firion,0.008463077,0
gwarth_bellas_glamor,0.8193326,1
gwarth_bellas_glamor,0.6821002,1
gwend_grond_Mithrim,0.05727996,0
gwend_grond_Mithrim,0.055675626,0
harad_archam_cae,0.011577859,0
harad_archam_cae,0.011247188,0
harad_rochben_forodrim,0.14647886,0
harad_rochben_forodrim,0.15338568,0
harad_tirith_mithren,0.85150623,1
harad_tirith_mithren,0.8648917,1
haradrim_fae_maecheneb,0.48417518,0
haradrim_fae_maecheneb,0.48417518,0
haudh_pod_maecheneb,0.008339152,0
haudh_pod_maecheneb,0.008339152,0
helegnen_faradrim_cae,0.92096263,1
helegnen_faradrim_cae,0.88123393,1
hervenn_rhosc_honeg,0.005150892,0
hervenn_rhosc_honeg,0.005214058,0
hervenn_tang_callon,0.0081571005,0
hervenn_tang_callon,0.007455094,0
hervess_bellas_aiglos,0.18672203,0
hervess_bellas_aiglos,0.18672203,0
honeg_fern_saig,0.011591128,0
honeg_fern_saig,0.012659721,0
honeg_romru_soga,0.003527291,0
honeg_romru_soga,0.003305241,0
hud_bregedur_rist,0.9227307,1
hud_bregedur_rist,0.93414575,1
idhren_aear_min,0.009007557,0
idhren_aear_min,0.009259875,0
idhren_paich_merilin,0.012342493,0
idhren_paich_merilin,0.012491947,0
ithron_andrann_lebdas,0.023189634,0
ithron_andrann_lebdas,0.023426445,0
lacha_Ennor_ogol,0.013189124,0
lacha_Ennor_ogol,0.015081181,0
lachenn_dirnaith_gwador,0.037738208,0
lachenn_dirnaith_gwador,0.033072047,0
lachenn_imlad_cugu,0.28113395,0
lachenn_imlad_cugu,0.20825668,0
laer_rusc_uruk,0.015637858,0
laer_rusc_uruk,0.01633633,0
lain_imlad_salph,0.004335536,0
lain_imlad_salph,0.0043909787,0
lain_tinuviel_aduial,0.009293891,0
lain_tinuviel_aduial,0.009380013,0
lam_aeruil_muinthel,0.10814684,0
lam_aeruil_muinthel,0.14087829,0
lam_anann_gador,0.040920287,0
lam_anann_gador,0.057370663,0
law_ithildin_andrann,0.007939692,0
law_ithildin_andrann,0.006909913,0
law_pent_sammar,0.010740763,0
law_pent_sammar,0.013736782,0
lorn_thul_gwathui,0.22203286,0
lorn_thul_gwathui,0.22203286,0
loss_iaun_gwael,0.0055535925,0
loss_iaun_gwael,0.005537396,0
loss_laer_amloth,0.01538682,0
loss_laer_amloth,0.01538682,0
loss_toll_perian,0.029482,0
loss_toll_perian,0.029236838,0
lossen_aear_faun,0.14682749,0
lossen_aear_faun,0.14682749,0
luith_fast_aear,0.01070798,0
luith_fast_aear,0.01063804,0
maethor_tobas_laug,0.008974357,0
maethor_tobas_laug,0.008338115,0
magol_mund_baug,0.05249682,0
magol_mund_baug,0.04751303,0
magor_hend_amarth,0.0072268723,0
magor_hend_amarth,0.0072268723,0
melethron_graw_imrath,0.7470407,1
melethron_graw_imrath,0.77556884,1
menel_hervess_lend,0.013907295,0
menel_hervess_lend,0.015107431,0
mereth_faun_bass,0.13302447,0
mereth_faun_bass,0.13625841,0
mereth_lachenn_heleg,0.0053776274,0
mereth_lachenn_heleg,0.0053776274,0
min_noroth_manadh,0.007817061,0
min_noroth_manadh,0.007744672,0
minai_uruk_rochir,0.05669901,0
minai_uruk_rochir,0.073774755,0
minas_lain_cirion,0.44389197,0
minas_lain_cirion,0.44389197,0
mindon_tang_firion,0.044083953,0
mindon_tang_firion,0.036122207,0
minuial_meril_salab,0.05077438,0
minuial_meril_salab,0.049385022,0
morgul_ennorath_magor,0.028957114,0
morgul_ennorath_magor,0.028957114,0
morn_sogannen_midh,0.06035184,0
morn_sogannen_midh,0.08706755,0
muinthel_iphant_tathar,0.0067535234,0
muinthel_iphant_tathar,0.0067535234,0
nadhras_galas_nestad,0.029361036,0
nadhras_galas_nestad,0.03247991,0
nagol_lavan_salab,0.0675353,0
nagol_lavan_salab,0.067882895,0
nana_Mithrim_fuin,0.012985829,0
nana_Mithrim_fuin,0.010293047,0
nana_lost_luin,0.07306431,0
nana_lost_luin,0.13610908,0
narthan_hub_daen,0.03677397,0
narthan_hub_daen,0.036211755,0
nimbrethil_fern_aphadrim,0.017329047,0
nimbrethil_fern_aphadrim,0.01725469,0
noroth_hend_grond,0.0314999,0
noroth_hend_grond,0.0295144,0
nothrim_ninglor_tinuviel,0.011143653,0
nothrim_ninglor_tinuviel,0.010724678,0
paich_ithildin_gorn,0.0059566544,0
paich_ithildin_gorn,0.008349654,0
panas_magol_loss,0.34191415,0
panas_magol_loss,0.24850501,0
panas_pilin_ah,0.0073102987,0
panas_pilin_ah,0.0070919474,0
parf_Ennor_idhren,0.067862235,0
parf_Ennor_idhren,0.0678266,0
pennas_baneth_ingem,0.0075448053,0
pennas_baneth_ingem,0.0068689394,0
per_baug_cund,0.017790636,0
per_baug_cund,0.018982422,0
pess_ank_cabor,0.022588361,0
pess_ank_cabor,0.023124652,0
rach_Gonhir_rom,0.042366073,0
rach_Gonhir_rom,0.04400187,0
raef_lossen_panas,0.013051548,0
raef_lossen_panas,0.020793017,0
ram_haeron_imrath,0.00375431,0
ram_haeron_imrath,0.0031712337,0
raug_parf_ungol,0.020832125,0
raug_parf_ungol,0.020832125,0
rhach_aeglir_midh,0.13525899,0
rhach_aeglir_midh,0.1176792,0
rhach_aeruil_glandagol,0.011905805,0
rhach_aeruil_glandagol,0.012015171,0
rhosc_menel_eirien,0.018293126,0
rhosc_menel_eirien,0.018315399,0
rhosc_meril_uir,0.3779597,0
rhosc_meril_uir,0.3049013,0
rhun_anwar_iaun,0.64581573,1
rhun_anwar_iaun,0.6688281,1
rhun_gwador_toll,0.015576758,0
rhun_gwador_toll,0.0164489,0
rist_lacha_hal,0.03797103,0
rist_lacha_hal,0.034167092,0
rochir_Sindarin_merilin,0.20111038,0
rochir_Sindarin_merilin,0.18402693,0
rovalug_adel_tamin,0.071078435,0
rovalug_adel_tamin,0.054906227,0
rovalug_drego_lachenn,0.008353621,0
rovalug_drego_lachenn,0.007304426,0
rovalug_imlad_alagos,0.01613559,0
rovalug_imlad_alagos,0.019377276,0
rudh_hul_cair,0.004942084,0
rudh_hul_cair,0.0047235377,0
ruith_rochben_aes,0.014471112,0
ruith_rochben_aes,0.014181932,0
rusc_erchion_balrog,0.87900084,1
rusc_erchion_balrog,0.8918424,1
saelor_glass_cenedril,0.727029,1
saelor_glass_cenedril,0.73982376,1
saer_imrath_gorn,0.020378128,0
saer_imrath_gorn,0.020378128,0
saig_Rochirrim_haust,0.7462471,0
saig_Rochirrim_haust,0.7462471,0
saig_sammar_faen,0.005675984,0
saig_sammar_faen,0.005505872,0
sammar_gond_fast,0.007301806,0
sammar_gond_fast,0.007174489,0
sirion_lobor_angos,0.018400403,0
sirion_lobor_angos,0.01845772,0
soga_yll_cirdan,0.012891502,0
soga_yll_cirdan,0.013474258,0
talraph_glamor_galad,0.030009514,0
talraph_glamor_galad,0.025251832,0
tathar_noroth_thor,0.0073994817,0
tathar_noroth_thor,0.0073994817,0
thamas_gwilwileth_cund,0.03700188,0
thamas_gwilwileth_cund,0.04752736,0
thamas_minas_tavor,0.07060236,0
thamas_minas_tavor,0.08622097,0
thamas_sammar_ira,0.019678181,0
thamas_sammar_ira,0.019492436,0
thangail_fae_riel,0.2950624,0
thangail_fae_riel,0.2937486,0
thor_cabor_eilian,0.021921907,0
thor_cabor_eilian,0.021179335,0
thor_ennorath_iar,0.0063065696,0
thor_ennorath_iar,0.0057914923,0
thor_lobor_hand,0.057848923,0
thor_lobor_hand,0.05384869,0
thul_neledh_nur,0.0110512795,0
thul_neledh_nur,0.011312321,0
tinuviel_randir_cuil,0.42686614,0
tinuviel_randir_cuil,0.5156298,0
tinuviel_tamin_melethron,0.017200485,0
tinuviel_tamin_melethron,0.022968516,0
tirith_amath_mil,0.02717641,0
tirith_amath_mil,0.027220124,0
Druadan_lorn_morgul,0.0073515563,0
Druadan_lorn_morgul,0.0074887685,0
Eluwaith_lain_curunir,0.13501422,0
Eluwaith_lain_curunir,0.09862823,0
Eru_saelor_tegilbor,0.6423036,1
Eru_saelor_tegilbor,0.6419756,1
Mithrim_merilin_gwachaedir,0.18525065,0
Mithrim_merilin_gwachaedir,0.18525065,0
Rochirrim_pent_gil,0.058281302,0
Rochirrim_pent_gil,0.07473509,0
Sindarin_rusc_glamog,0.012272827,0
Sindarin_rusc_glamog,0.013077242,0
acharn_nost_mil,0.089663506,0
acharn_nost_mil,0.082775235,0
acharn_uir_bregedur,0.1913366,0
acharn_uir_bregedur,0.20760539,0
adab_Gonhir_gwanur,0.0028782352,0
adab_Gonhir_gwanur,0.0040406045,0
adar_inias_hand,0.61696416,0
adar_inias_hand,0.59108996,0
aerlinn_raef_nimbrethil,0.18952201,0
aerlinn_raef_nimbrethil,0.14955777,0
aes_perian_fae,0.0061305924,0
aes_perian_fae,0.005701019,0
aes_rhovan_erchion,0.028153773,0
aes_rhovan_erchion,0.025061656,0
ah_fervain_Ennor,0.007026652,0
ah_fervain_Ennor,0.00683499,0
ah_mir_Mithrim,0.005607558,0
ah_mir_Mithrim,0.005607558,0
amarth_ai_Gonhir,0.21743898,0
amarth_ai_Gonhir,0.18968086,0
amarth_heledir_gil,0.049838487,0
amarth_heledir_gil,0.050717488,0
amath_celon_agarwaen,0.015345636,0
amath_celon_agarwaen,0.014457739,0
anann_rom_anwar,0.099652015,0
anann_rom_anwar,0.079991035,0
angos_tamin_haust,0.0047476967,0
angos_tamin_haust,0.004613291,0
ank_fast_luithien,0.033406723,0
ank_fast_luithien,0.03356278,0
ank_glandagol_law,0.013030954,0
ank_glandagol_law,0.013047812,0
anwar_gas_gaw,0.009233838,0
anwar_gas_gaw,0.0086601125,0
aphadrim_lain_minai,0.0046417844,0
aphadrim_lain_minai,0.0047334665,0
aran_aear_muinthel,0.015430666,0
aran_aear_muinthel,0.015249043,0
aras_Elrim_Gwathuirim,0.6395437,0
aras_Elrim_Gwathuirim,0.49860236,0
badhor_firiel_tinnu,0.16589066,0
badhor_firiel_tinnu,0.16589066,0
bain_gobennas_minas,0.032118388,0
bain_gobennas_minas,0.030540414,0
cabor_paich_galad,0.022048935,0
cabor_paich_galad,0.022549124,0
calad_laug_erchion,0.02313575,0
