object_id,g__n_obs,i__n_obs,r__n_obs,u__n_obs,y__n_obs,z__n_obs,g__flux_mean,i__flux_mean,r__flux_mean,u__flux_mean,y__flux_mean,z__flux_mean,g__flux_std,i__flux_std,r__flux_std,u__flux_std,y__flux_std,z__flux_std,g__min_flux,i__min_flux,r__min_flux,u__min_flux,y__min_flux,z__min_flux,g__max_flux,i__max_flux,r__max_flux,u__max_flux,y__max_flux,z__max_flux,g__amp,i__amp,r__amp,u__amp,y__amp,z__amp,g__snr_mean,i__snr_mean,r__snr_mean,u__snr_mean,y__snr_mean,z__snr_mean,g__frac_snr_gt3,i__frac_snr_gt3,r__frac_snr_gt3,u__frac_snr_gt3,y__frac_snr_gt3,z__frac_snr_gt3,g__frac_snr_gt5,i__frac_snr_gt5,r__frac_snr_gt5,u__frac_snr_gt5,y__frac_snr_gt5,z__frac_snr_gt5,g__time_span,i__time_span,r__time_span,u__time_span,y__time_span,z__time_span
amath_gwador_helegnen,13.0,34.0,36.0,13.0,20.0,24.0,0.2124964335318986,0.056418674809931346,-0.22121997056253834,1.1073324119212087,0.09263608547116323,0.15454893361081698,2.383851153071594,1.2324279350872258,1.5854464047092194,4.587008812680646,1.6122869599518392,0.8542057801946886,-4.2488809908589,-2.231476612906315,-2.913351405640417,-7.2668079205134815,-2.849421314333648,-1.7852810177155052,3.509036045105697,1.9479161728552994,2.840134732737041,6.6677364425203915,3.8031930014672493,1.4332478300829974,7.757917035964597,4.179392785761614,5.753486138377458,13.934544363033872,6.652614315800897,3.2185288477985026,16.76318643833462,4.106686062235899,9.680533466902226,12.781166740861766,0.9921163218121916,1.7845083956808534,0.8461538461538461,0.6764705882352942,0.7777777777777778,0.9230769230769231,0.0,0.125,0.7692307692307693,0.38235294117647056,0.6388888888888888,0.8461538461538461,0.0,0.0,2421.6361000000034,2234.9210999999996,2464.0713000000032,2152.8796999999977,2277.3562999999995,2223.604999999996
amlug_loss_ang,13.0,24.0,29.0,8.0,14.0,21.0,-0.9030188420917322,-2.1880571844416403,-0.49349402340595655,1.8845238388638081,-1.633962799495702,-1.6560559201819156,5.688756642698651,8.086200922716102,10.541619240440202,9.322991531676912,4.810405440178071,8.296390030621367,-5.63132943480074,-6.412399753681011,-6.6733616661134025,-3.3663052684713954,-5.829680701437412,-6.421654510761534,16.88177433161472,35.34469071614875,41.64817213067894,26.366425905748233,9.129414752107145,32.31239480450336,22.513103766415462,41.757090469829755,48.32153379679234,29.73273117421963,14.959095453544556,38.7340493152649,38.37160995375014,21.55478498163563,44.18001162908006,14.802686888104935,4.0062636090882675,13.21735119358697,0.9230769230769231,0.9583333333333334,1.0,0.75,0.7857142857142857,0.9523809523809523,0.9230769230769231,0.9166666666666666,1.0,0.625,0.2857142857142857,0.9047619047619048,2200.6342000000004,2544.0299000000014,2544.0299000000014,1779.853599999995,2292.5288,2568.212599999999
amon_imloth_luin,7.0,25.0,31.0,11.0,19.0,26.0,0.11503262928636039,0.672272585784376,0.49835465496128706,-0.061628504387637936,0.859091297307424,0.7304852427551572,0.40282819129554853,1.409857361378936,0.8571589913839106,0.24508940191816891,1.7242236714708954,1.615312224698795,-0.3449309522740529,-1.6328431377563168,-0.7370728820487533,-0.6503471582066154,-1.7656133068599427,-2.586558511995763,0.9156192048332944,3.7517030988926603,2.9188087347080134,0.207372221035588,4.41324801781651,4.304954043635674,1.2605501571073474,5.384546236648977,3.6558816167567665,0.8577193792422033,6.178861324676453,6.8915125556314365,2.968762015519125,4.196977471640705,4.3841708073537875,0.598091987078959,1.1439734600979727,2.343883899998413,0.2857142857142857,0.28,0.3225806451612903,0.0,0.10526315789473684,0.23076923076923078,0.14285714285714285,0.28,0.2903225806451613,0.0,0.0,0.19230769230769232,1436.9732999999978,1839.5210000000006,1878.5559999999969,1778.5288999999975,1834.6417000000001,1846.8401000000013
andrann_puig_fern,14.0,37.0,41.0,12.0,20.0,35.0,-0.0012741681230945703,0.5343541406926348,0.43087879239629295,0.05551135808719416,0.5755749679809768,0.6498728946351675,0.27744935078251054,1.4933278718522995,1.6382688362677258,0.9482063501115302,2.260619268968564,1.6506580964960162,-0.6609351084405527,-0.6431693317664411,-0.8802449054544719,-1.5337432107335542,-1.8396863176164768,-1.8014434450097165,0.41396177105605536,5.935353470413926,9.691976266505078,2.442083114966414,5.547576249968686,6.74873727540153,1.074896879496608,6.578522802180367,10.57222117195955,3.975826325699968,7.387262567585163,8.550180720411246,1.1183541501645602,1.8459073532425874,2.7532362411113973,1.2664515453133516,0.9245738341896376,1.5367673848594696,0.0,0.10810810810810811,0.12195121951219512,0.08333333333333333,0.05,0.11428571428571428,0.0,0.10810810810810811,0.0975609756097561,0.08333333333333333,0.0,0.08571428571428572,1801.1584000000003,2084.7863999999972,1944.1844999999958,1500.5613999999987,2106.603900000002,2186.601499999997
ang_cugu_harad,13.0,32.0,36.0,13.0,23.0,22.0,0.14027463874082668,0.200012306441262,0.4847052737504418,0.01751736260030558,0.3682103808390869,0.20348499585424085,0.33767221082522275,0.8698115268093378,0.7187357090184104,0.4287466930881437,1.574400178371191,0.8069776684659168,-0.28707534459204254,-1.1238899884376963,-0.4915283863761031,-1.0597169505387114,-3.3027146998361068,-1.0562815103393797,0.7062657642951597,2.0778476641927783,2.060174778057572,0.5463526458807644,3.1414061049229436,1.6289055381318822,0.9933411088872023,3.2017376526304746,2.5517031644336754,1.6060695964194758,6.44412080475905,2.6851870484712617,2.569034625242023,2.443494201653985,3.9986105333514317,0.9447646980785234,1.125755839417127,1.382264068499881,0.3076923076923077,0.21875,0.5,0.0,0.043478260869565216,0.045454545454545456,0.15384615384615385,0.09375,0.3888888888888889,0.0,0.0,0.0,2273.307799999995,2546.2172999999966,2295.8157999999967,1924.4337999999989,1530.5439000000042,2222.664899999996
ang_neledh_aith,11.0,25.0,25.0,11.0,13.0,15.0,0.12414718996909889,0.9867693013004917,0.33454908030173086,0.17281076366246104,0.8878333260700979,0.9407975133919895,0.49356935975337607,1.5192843886179208,0.8335568283890638,0.8605350809298912,1.5301945058020414,1.3211259689728383,-0.36701910752923655,-0.5663509249281907,-0.5691471015516545,-0.9276986938373658,-1.0014624752527164,-0.3487499119889018,1.6152838536278569,5.503017130721736,3.3227169741687446,2.31342523282235,3.9215248248159833,5.319489745614862,1.9823029611570935,6.069368055649927,3.891864075720399,3.2411239266597156,4.9229873000687,5.668239657603764,2.9049760653625474,4.621930281282156,3.3173551710445714,1.5475462061595429,1.0708053178762444,2.678896526855624,0.09090909090909091,0.36,0.16,0.18181818181818182,0.07692307692307693,0.26666666666666666,0.09090909090909091,0.28,0.16,0.0,0.0,0.13333333333333333,901.5679000000018,1099.4182999999975,903.8162000000011,825.1258999999991,849.8570999999938,804.8912000000055
angos_rusc_curunir,10.0,40.0,34.0,6.0,20.0,31.0,0.3238488684518933,1.1144777765358478,0.9048993316607165,0.5356325359689185,1.051528801067921,0.8420794292929662,0.5242834373070894,1.2956530989307786,1.0848192611534988,0.44739516608905866,1.4323490823965117,1.2167961694577283,-0.4250299484298215,-0.9509501909077794,-0.5017177419550746,-0.2924119955981391,-1.8754552661507422,-1.2283554855438692,1.0452874822423364,4.094675444470222,3.4341483731880644,1.1243414734180375,3.854131995498802,3.4980184332814006,1.4703174306721578,5.045625635378001,3.935866115143139,1.4167534690161765,5.729587261649544,4.72637391882527,4.389084391342896,5.087309305009123,7.484584250590948,2.857178389461,1.6054197101454726,2.6378864545400496,0.5,0.525,0.6470588235294118,0.3333333333333333,0.15,0.3225806451612903,0.4,0.35,0.5294117647058824,0.0,0.0,0.16129032258064516,1884.5276000000013,1893.565999999999,1927.460500000001,1828.0368999999992,1891.3064000000013,1945.537400000001
annon_adab_lossen,6.0,11.0,11.0,3.0,8.0,8.0,5.079354714996675,2.8636109984525477,3.4388921634498315,4.974791287969915,2.600566831314955,2.1465543394556352,1.9098219252910722,1.3568709293840575,1.5259398533866422,2.4630460024370806,1.6148075680324816,1.5990086898246216,1.4128214901712075,0.7430537317261622,1.0282788208207343,1.4920150243719017,-0.9611431849420723,0.129957117227137,7.447117762499359,4.694509679594843,5.7730621135528715,6.767125847225862,4.2323996212337045,4.514588251530081,6.0342962723281515,3.9514559478686806,4.744783292732137,5.275110822853961,5.193542806175777,4.3846311343029445,50.53007489288429,12.224978148845913,27.430195725421285,14.569493951637734,2.6753942893250207,4.528200415812274,1.0,0.9090909090909091,1.0,1.0,0.25,0.625,1.0,0.7272727272727273,1.0,1.0,0.25,0.5,880.3536000000022,1154.6345999999976,1075.0046000000002,380.4542999999976,1128.0913,1167.9063000000024
araf_hub_faun,118.0,126.0,124.0,102.0,129.0,120.0,0.10189008243497656,0.08307128765575467,0.004665258483156362,-0.027269960128349285,-0.0042850213149086235,0.056150995438327925,0.8723329574693386,0.8892121695926936,0.6905872908051246,0.5341533052970732,1.593013015404033,0.6548844574563962,-0.9113207426176856,-1.335629591373131,-0.8228123089689514,-1.3238090551335422,-6.225645319890175,-1.379813362274057,4.977243296032026,5.567733069856795,6.167945876096581,2.4660854263171625,5.876157139457321,4.7988938802748455,5.888564038649712,6.9033626612299255,6.990758185065532,3.7898944814507045,12.101802459347496,6.178707242548903,3.4871180055177833,1.8485971270495933,1.9601134964139906,1.1455329305769113,0.797568668889114,1.1160632689646186,0.2627118644067797,0.07142857142857142,0.08064516129032258,0.0,0.0,0.025,0.09322033898305085,0.03968253968253968,0.016129032258064516,0.0,0.0,0.008333333333333333,2200.357400000001,2200.357400000001,2189.333599999998,2193.7430999999997,2189.333599999998,2182.719299999997
aras_ryn_manadh,12.0,47.0,43.0,16.0,25.0,40.0,0.37475767162875356,0.29249188022278416,0.3035527618895972,-0.0038282924281453235,-0.05947582460426677,0.4378960925693874,1.202362531999065,1.2314303408520881,1.3576066065768386,0.4021362669902442,1.589296200143296,1.0721237879459442,-0.42608580868742146,-0.9211929845323547,-2.3960628486001316,-0.5356137511147333,-3.326864899412563,-1.1250092712322919,4.31175009316856,5.7929228962063455,6.66791211934188,0.990906270498725,5.172564274685133,4.094717878951077,4.7378359018559815,6.7141158807387,9.063974967942011,1.5265200216134582,8.499429174097695,5.2197271501833695,4.587078693603701,2.0013615841579173,2.165745885517473,1.0275555078413061,0.9560948718270281,1.2384931016898697,0.08333333333333333,0.1276595744680851,0.09302325581395349,0.0,0.04,0.075,0.08333333333333333,0.06382978723404255,0.09302325581395349,0.0,0.0,0.05,2133.8160999999964,2290.2471000000005,2251.1394,2153.3700000000026,1952.9429000000018,2295.1356000000014
badhor_graw_aiglos,7.0,24.0,19.0,5.0,13.0,22.0,0.26689801049417855,0.31577499100670176,0.32672633262293493,0.30857419035469735,0.21005580306533983,0.36133665539986626,0.3471924149375254,0.5892254433319459,0.6219558434561478,0.2492945151772592,1.3197689479061374,0.6994026900264894,-0.26068419828989664,-0.7599331111556125,-0.7651821392371967,0.07162876761241714,-1.954511967878326,-1.0177148748465608,0.7928441609391081,1.1444350863137442,1.1315648379801837,0.666761014674621,2.784725570862402,1.26859751705078,1.0535283592290048,1.9043681974693567,1.8967469772173804,0.5951322470622039,4.739237538740728,2.286312391897341,4.326145225880121,2.928164341867532,4.392299557982065,0.9641046449697516,1.0022668074876464,1.6846242765739208,0.5714285714285714,0.5416666666666666,0.8421052631578947,0.0,0.0,0.045454545454545456,0.42857142857142855,0.08333333333333333,0.3684210526315789,0.0,0.0,0.0,1508.9533999999985,1515.3069000000032,1423.1812999999966,1508.9533999999985,1445.4184999999998,1515.3069000000032
badhor_magol_merilin,11.0,25.0,28.0,10.0,19.0,27.0,2.3940999611769507,1.4616062667712573,1.815139606463035,4.670485360684134,0.5228324117452186,1.0038983886468744,1.9220256637588886,1.211443838601006,1.4980244982623694,2.56361731714231,1.0033364487718108,1.1335736062873827,-1.2953711665002001,-0.6889390742059918,-0.9321013242932761,-1.4399088103527447,-1.9758867083462923,-1.398413503248127,5.225294374050995,3.648285830647079,3.8444800179963834,7.142318346974454,2.6168487475117903,3.5830116835937185,6.520665540551196,4.337224904853071,4.77658134228966,8.582227157327198,4.592735455858083,4.981425186841846,23.7880292590286,5.589784751267796,11.751633908119517,13.205790494304338,0.8265341285375523,2.448597648178884,1.0,0.64,0.8571428571428571,1.0,0.0,0.37037037037037035,0.9090909090909091,0.52,0.8214285714285714,1.0,0.0,0.037037037037037035,2229.0202999999965,2286.450800000006,2243.3778999999995,2221.8415000000023,2304.397799999999,2304.397799999999
badhor_onodrim_alagos,16.0,41.0,43.0,10.0,29.0,30.0,0.68098745374465,0.8106850393522702,1.0086074760874677,0.37178533750923826,1.0913305227537138,1.2307739593236346,0.7293686933994393,1.14324958204328,0.947377392625966,0.4268729485584522,1.6489297719992249,1.4392236679657342,-0.5504001850029301,-1.147863260486325,-0.9036962766812205,-0.3914995635066695,-1.8674948948255354,-1.1502301455084225,1.879476089495876,3.8176738014021763,2.9750143480368814,1.0548985457066888,4.996911758817079,4.7073598941140995,2.429876274498806,4.965537061888501,3.878710624718102,1.4463981092133582,6.8644066536426145,5.857590039622522,9.391222855029744,4.513625572708666,7.9579670138694505,1.6390937481112438,1.3752100757247678,3.134707460130423,0.875,0.6829268292682927,0.8604651162790697,0.1,0.10344827586206896,0.4666666666666667,0.6875,0.3902439024390244,0.7209302325581395,0.0,0.0,0.2,1834.6219999999958,2203.825499999999,2192.4303,2126.3384000000005,1914.3882000000012,2160.5238000000027
baneth_pilin_tachol,13.0,38.0,36.0,10.0,29.0,35.0,0.1578887287607193,0.08712826826012018,0.45283929105602055,0.08276510524480488,-0.049133616606405604,0.18203981303172698,0.4130916711898794,0.8703483700323281,1.18238465664619,0.4592954053174314,1.862553838310851,0.9333261215827806,-0.2290346326646904,-0.456871645240115,-0.456956958082504,-0.7458838672910424,-3.8045112582434903,-0.6280981259793459,1.4754320643870311,4.847009321977232,5.269118353289391,0.6817748754238673,6.263413673197158,4.427539439837744,1.7044666970517215,5.3038809672173475,5.726075311371895,1.4276587427149097,10.067924931440649,5.05563756581709,2.561477356709119,1.2661816126083474,3.4955977047112037,1.206294120932024,0.9532751376215501,0.9997395293618441,0.07692307692307693,0.05263157894736842,0.16666666666666666,0.0,0.034482758620689655,0.05714285714285714,0.07692307692307693,0.05263157894736842,0.1388888888888889,0.0,0.0,0.05714285714285714,1558.5650999999998,2194.517399999997,2199.335300000006,2146.339200000002,2062.0274000000063,2208.9709000000003
bragol_bronwe_lagor,13.0,29.0,31.0,11.0,19.0,20.0,0.7484821243703131,1.7458017360715472,1.6156514777701545,0.4836162203990554,1.5447814090313081,1.2621085417326947,0.5840624811204573,0.9865857190032367,0.6692143916494011,0.4347933073481393,2.0323451038375553,1.54556711273714,-0.19256241823104142,-0.27062729074342684,-0.23267020796211413,-0.03211824380452602,-3.368308389687817,-2.7087609176985614,1.6409642787136014,3.40621671625981,2.6710269295244706,1.261561226839127,4.148650818306239,3.539928205836282,1.8335266969446429,3.6768440070032367,2.903697137486585,1.293679470643653,7.516959207994056,6.248689123534843,8.444795352728194,6.9303232647447155,10.786986769565377,1.554144752332257,1.6647854866320575,3.6228531448945036,0.6153846153846154,0.7586206896551724,0.9032258064516129,0.18181818181818182,0.15789473684210525,0.45,0.6153846153846154,0.5862068965517241,0.8387096774193549,0.0,0.0,0.35,2275.7767999999996,2168.4006999999983,1891.0123999999996,2275.7767999999996,2305.6035000000047,2138.5739999999932
bragol_nothrim_gas,16.0,29.0,28.0,7.0,14.0,26.0,0.038869996812588355,1.027123878073252,0.3002159018344038,0.4867297770375186,1.031718569997773,1.0476688857291154,0.260536738218224,1.8062316205545903,0.6615844990508035,0.47613757751928654,2.582505147177695,2.263212485137337,-0.4758062484332207,-0.8280733537110033,-0.6923090732428738,-0.3324912301501943,-3.0116035499380156,-1.1621110847053973,0.4068764349418955,4.870635912521909,2.598796755768733,0.9992522655143742,7.516650263927251,6.900397380330701,0.8826826833751162,5.698709266232912,3.291105829011607,1.3317434956645684,10.528253813865266,8.062508465036098,2.2533998844398084,4.785963337094686,2.710525431887718,1.8760148859930406,1.8773982569968033,3.340745293327681,0.25,0.3103448275862069,0.25,0.0,0.21428571428571427,0.23076923076923078,0.0625,0.2413793103448276,0.17857142857142858,0.0,0.07142857142857142,0.19230769230769232,1861.8121000000028,1823.4032999999981,1871.9196999999986,1512.0906000000032,1572.7360000000044,1791.059199999996
celair_aerlinn_aes,14.0,34.0,35.0,15.0,24.0,28.0,0.15077623542904628,0.8243157169158004,0.3052991468361078,-0.24355891418628905,0.0007717363166755467,0.8456611982485963,0.6256371249176252,2.285367828095858,1.2021161776129878,1.054370804921117,1.9527907280421184,1.76644284058342,-0.6602960529256898,-2.8520815308491527,-1.3334708219446598,-3.4685462581967474,-3.1862245832377636,-1.7237112839234188,2.238196811217093,9.56261751059057,6.915940365080283,1.2032756309601893,4.650133874729665,6.276520845480051,2.8984928641427827,12.414699041439723,8.249411187024943,4.671821889156937,7.836358457967428,8.00023212940347,1.931738355655202,5.454809025239116,3.765795695043575,1.4392530004519328,1.2902867962570201,2.2422977941635205,0.21428571428571427,0.3235294117647059,0.2,0.13333333333333333,0.08333333333333333,0.10714285714285714,0.0,0.17647058823529413,0.11428571428571428,0.0,0.0,0.10714285714285714,1420.5232000000033,1746.5760999999984,1790.431199999999,1771.3637999999992,1868.6075999999957,1716.0682000000015
