object_id,oof_proba,target
lagor_narthan_mindon,0.016016303,0
lang_lalaith_meldir,0.0009881529,0
law_minuial_cabor,0.0014328774,0
lebdas_adab_aglareb,0.014934842,0
limlug_mindon_iar,0.38757253,0
limlug_pess_gwend,0.0005989611,0
lobor_mithren_fang,0.050824404,0
lossen_pess_duin,0.056728955,0
lost_ungol_draug,0.56528074,0
luith_gobennas_ang,0.0006597756,0
luith_saig_aranarth,0.0021546409,0
luithien_mindon_eirien,0.00036419244,0
maethor_meldir_rhosc,0.002792943,0
magor_elvellon_caras,0.72708756,0
malad_saer_balrog,0.028752418,0
manadh_gaurwaith_lalaith,0.0010627672,0
melethron_panas_aeglir,0.0049024476,0
mereth_aiglos_ram,0.00013760768,0
mindon_helegnen_galad,0.07009716,0
mithril_suil_cugu,0.9682882,1
myril_thurin_ist,0.00040238033,0
nadhras_pethron_ulug,0.0038359023,0
narthan_cugu_mir,0.0074486327,0
neledh_eglan_gwaloth,0.00024365235,0
nestad_agarwaen_saer,0.051651403,0
nimbrethil_adab_maethor,0.23941769,0
nur_nidh_fuin,0.01965525,0
ogol_saig_adab,0.0009067567,0
onodrim_hervess_firion,0.56750935,0
paich_Mirion_aeruil,0.0140652815,0
paich_erchion_ablad,0.0009774858,0
paich_graw_haradrim,0.04248412,0
panas_lalaith_bronwe,0.006232724,0
parf_per_ruith,0.0068711597,0
pendrath_Gwathuirim_Elrim,0.0009636763,0
pent_agor_bronwe,0.9421254,1
per_hwiniol_nimbrethil,4.2040127e-05,0
perian_gwend_gwilwileth,0.0012912182,0
perian_mir_balrog,0.0022731468,0
pethron_corf_menel,0.04478499,0
raef_hud_baug,0.45963743,1
ram_thavron_rusc,0.9640283,1
rhach_bellas_alae,0.00063752016,0
rhun_mir_magol,0.00027494406,0
riel_glae_gellui,0.11154904,0
riel_glass_lasguil,0.002559651,0
riel_nadhras_firiel,0.0007797288,0
ris_hul_minas,0.0021197086,0
ris_perian_Tawarwaith,0.00036717576,0
rist_anwar_amlug,0.03700889,0
roch_hal_eryn,0.007001109,0
roch_magol_luin,0.25255066,0
rochben_roch_naer,0.0006059646,0
rom_cae_mil,0.00027796964,0
rom_lass_laug,0.07879814,0
romru_elvellon_alph,0.19276032,0
rudh_achas_lachenn,0.010254074,0
ruith_nell_alph,0.053712547,0
ruith_nur_aranarth,0.020913303,0
ryn_amarth_rhach,0.0028221407,0
saig_nagol_rodwen,0.092816316,0
salph_iar_merilin,0.0022308382,0
sammar_luin_rom,0.01304935,0
soga_forodrim_aith,0.0007216399,0
soga_galad_amon,0.009768906,0
suil_sogannen_bain,0.95504785,1
talraph_anann_nestad,0.00016786437,0
tang_aranarth_gwanur,0.02934308,0
tavor_hud_parf,0.2573097,0
tavor_luin_espalass,0.0009154962,0
thamas_hud_cuil,0.96525055,1
thul_iar_lalaith,0.0048836987,0
tinnu_maen_gaurwaith,0.0025959106,0
tirith_randir_gwanur,0.0048665665,0
tobas_Elrim_salph,0.97059655,1
tobas_hub_glandagol,0.0019141957,0
uir_edlothiad_espalass,0.00038433768,0
uruk_narthan_lin,0.001222529,0
ylf_gath_dannas,0.82581276,0
Druadan_rodwen_bragol,0.9329048,1
Elrim_harad_menel,0.96632534,1
Eluwaith_nestad_in,0.00066160056,0
Ennor_nimp_rovalug,0.0018199245,0
Rochirrim_dunadan_annon,0.132798,0
Rochirrim_pennas_fervain,0.042559396,0
aes_faun_melethron,0.002948085,0
agor_galenas_pod,0.011005525,0
agor_gaurwaith_hervenn,0.0041365735,0
ah_eirien_mithren,0.0017806763,0
aiglos_iphant_corf,0.004247171,0
amath_lobor_rhun,0.19940314,0
amloth_gaw_lalaith,0.006300667,0
amloth_talraph_puig,0.0006061707,0
angos_rochir_aras,0.72485024,1
ank_raegdan_iaun,0.30200824,0
araf_gwaun_nagol,0.0007520353,0
aran_lin_gwaun,0.003347968,0
badhor_mirdan_hwiniol,0.002929003,0
bass_thamas_galadhrim,0.0024492699,0
bellas_nell_amath,0.014751079,0
bellas_rochben_aith,0.008278852,0
bragol_gwathui_gobennas,0.42113268,0
bragol_ninglor_ank,0.0056136944,0
braig_dunedhel_elu,0.003041218,0
calad_suil_badhor,0.00027411917,0
callon_daen_harad,0.08432344,0
callon_pess_hand,0.23943573,0
caras_uanui_merilin,0.027319858,0
celeb_Ithil_cuin,0.006109239,0
celon_agor_elu,0.0006677639,0
cirdan_araf_maecheneb,0.4157116,0
cuin_corch_nothrim,0.006261727,0
cuin_gondrath_aith,7.901557e-05,0
cuin_pess_uir,0.00063910935,0
cund_Mirion_dunedhel,0.107375726,0
dirnaith_heledh_minas,0.001302706,0
dol_mirdan_adan,0.0784939,0
drafn_achas_rochben,0.080934495,0
drego_amlug_galadhrim,0.0056524505,0
dunedhel_min_hub,0.00012405767,0
edlothiad_celeb_menel,0.02780183,0
eilian_hud_lossen,0.0046906457,0
erchion_lend_lain,0.052882843,0
eredh_nothrim_hador,0.006326176,0
espalass_ryn_ist,0.012649328,0
fast_cenedril_pod,0.06606466,0
faun_heledh_onodrim,0.0016388772,0
firiel_tinuviel_ennorath,0.10099449,0
gador_galad_myril,0.00089723093,0
galadhrim_bellas_amarth,0.01696665,0
gath_laes_gaur,0.3856956,0
gaurwaith_tamin_ungol,0.18056938,1
gaw_hador_peredhel,0.0009437358,0
gellui_maecheneb_raef,0.00026780937,0
gil_mithren_luithien,0.00051163754,0
glandagol_dunadan_min,0.004018075,0
glass_menel_rudh,0.007946607,0
glass_nidh_cenedril,0.00052702206,0
gobennas_gondrath_puig,0.04880154,0
gond_Mirion_lain,0.0047131362,0
gondrath_haudh_mund,0.045372892,0
gorn_lebenedh_bregedur,0.00015482063,0
gorn_narthan_agar,0.018928772,0
grond_ogol_pennas,0.0055649146,0
gul_celon_gond,0.00097640406,0
gul_eirien_anwar,0.008200171,0
gwanur_Gwathuirim_Rochirrim,0.022283109,0
gwanur_thul_firion,0.00078464474,0
gwarth_bellas_glamor,0.97042274,1
gwend_grond_Mithrim,0.0103669055,0
harad_archam_cae,0.0030078471,0
harad_rochben_forodrim,0.009948968,0
harad_tirith_mithren,0.9610171,1
haradrim_fae_maecheneb,0.48722893,0
haudh_pod_maecheneb,0.002569381,0
helegnen_faradrim_cae,0.9809016,1
hervenn_rhosc_honeg,0.00022844972,0
hervenn_tang_callon,0.0022722892,0
hervess_bellas_aiglos,0.14333126,0
honeg_fern_saig,0.001557947,0
honeg_romru_soga,0.0009238074,0
hud_bregedur_rist,0.95768726,1
idhren_aear_min,0.00021180634,0
idhren_paich_merilin,0.001502703,0
ithron_andrann_lebdas,0.004126469,0
lacha_Ennor_ogol,0.0035054549,0
lachenn_dirnaith_gwador,0.016253522,0
lachenn_imlad_cugu,0.16910492,0
laer_rusc_uruk,0.00025673636,0
lain_imlad_salph,4.0226656e-05,0
lain_tinuviel_aduial,0.001401721,0
lam_aeruil_muinthel,0.004987783,0
lam_anann_gador,0.010754756,0
law_ithildin_andrann,0.0034704995,0
law_pent_sammar,0.00077110954,0
lorn_thul_gwathui,0.029701917,0
loss_iaun_gwael,0.00026671996,0
loss_laer_amloth,0.0014004019,0
loss_toll_perian,0.0029052862,0
lossen_aear_faun,0.16313802,0
luith_fast_aear,0.0008356365,0
maethor_tobas_laug,0.00321749,0
magol_mund_baug,0.037747618,0
magor_hend_amarth,0.00064650865,0
melethron_graw_imrath,0.9208098,1
menel_hervess_lend,0.0010310113,0
mereth_faun_bass,0.08374575,0
mereth_lachenn_heleg,0.0014636915,0
min_noroth_manadh,0.0016892157,0
minai_uruk_rochir,0.010508934,0
minas_lain_cirion,0.21873026,0
mindon_tang_firion,0.021570455,0
minuial_meril_salab,0.009851428,0
morgul_ennorath_magor,0.002732292,0
morn_sogannen_midh,0.01089863,0
muinthel_iphant_tathar,0.0010548371,0
nadhras_galas_nestad,0.0011599275,0
nagol_lavan_salab,0.027075313,0
nana_Mithrim_fuin,0.007831957,0
nana_lost_luin,0.009182979,0
narthan_hub_daen,0.0023035768,0
nimbrethil_fern_aphadrim,0.0018279938,0
noroth_hend_grond,0.020382123,0
nothrim_ninglor_tinuviel,0.0009872486,0
paich_ithildin_gorn,0.000681251,0
panas_magol_loss,0.3588543,0
panas_pilin_ah,0.0005157663,0
parf_Ennor_idhren,0.0010070886,0
pennas_baneth_ingem,0.0016051087,0
per_baug_cund,0.000493713,0
pess_ank_cabor,0.0013837988,0
rach_Gonhir_rom,0.0034987384,0
raef_lossen_panas,0.004423317,0
ram_haeron_imrath,0.001369139,0
raug_parf_ungol,0.0012913998,0
rhach_aeglir_midh,0.071608014,0
rhach_aeruil_glandagol,0.00015384535,0
rhosc_menel_eirien,0.00064462743,0
rhosc_meril_uir,0.34276128,0
rhun_anwar_iaun,0.93631494,1
rhun_gwador_toll,0.0037751112,0
rist_lacha_hal,0.01895104,0
rochir_Sindarin_merilin,0.06783474,0
rovalug_adel_tamin,0.046635706,0
rovalug_drego_lachenn,0.0038526482,0
rovalug_imlad_alagos,0.0009237658,0
rudh_hul_cair,0.0016582373,0
ruith_rochben_aes,0.001304747,0
rusc_erchion_balrog,0.9131857,1
saelor_glass_cenedril,0.94710046,1
saer_imrath_gorn,0.0009346777,0
saig_Rochirrim_haust,0.6715243,0
saig_sammar_faen,0.00064806436,0
sammar_gond_fast,0.0005070611,0
sirion_lobor_angos,0.0030059193,0
soga_yll_cirdan,0.0008245077,0
talraph_glamor_galad,0.010010127,0
tathar_noroth_thor,0.0013254902,0
thamas_gwilwileth_cund,0.0034872466,0
thamas_minas_tavor,0.006774451,0
thamas_sammar_ira,0.005045703,0
thangail_fae_riel,0.02349048,0
thor_cabor_eilian,0.004030222,0
thor_ennorath_iar,0.0011636913,0
thor_lobor_hand,0.0093913,0
thul_neledh_nur,0.0024612201,0
tinuviel_randir_cuil,0.09646811,0
tinuviel_tamin_melethron,0.0022577231,0
tirith_amath_mil,0.0112193385,0
Druadan_lorn_morgul,0.00032729135,0
Eluwaith_lain_curunir,0.07612438,0
Eru_saelor_tegilbor,0.94240445,1
Mithrim_merilin_gwachaedir,0.030585457,0
Rochirrim_pent_gil,0.0010677504,0
Sindarin_rusc_glamog,5.524799e-05,0
acharn_nost_mil,0.02163621,0
acharn_uir_bregedur,0.06704829,0
adab_Gonhir_gwanur,0.00029636963,0
adar_inias_hand,0.39264292,0
aerlinn_raef_nimbrethil,0.13527472,0
aes_perian_fae,0.001291383,0
aes_rhovan_erchion,0.017357256,0
ah_fervain_Ennor,0.00053090986,0
ah_mir_Mithrim,0.0013940886,0
amarth_ai_Gonhir,0.06628936,0
amarth_heledir_gil,0.0036016707,0
amath_celon_agarwaen,0.005692021,0
anann_rom_anwar,0.058143165,0
angos_tamin_haust,0.0006569292,0
ank_fast_luithien,0.00929786,0
ank_glandagol_law,0.0008367909,0
anwar_gas_gaw,0.0012420953,0
aphadrim_lain_minai,0.00011372837,0
aran_aear_muinthel,0.0016787392,0
aras_Elrim_Gwathuirim,0.37908,0
badhor_firiel_tinnu,0.0912106,0
bain_gobennas_minas,0.0035128817,0
cabor_paich_galad,0.005553172,0
calad_laug_erchion,0.004361748,0
callon_thangail_aerlinn,0.02396856,0
certh_adel_imlad,0.012145015,0
certh_curunir_luith,0.0013354829,0
cirdan_luith_maethor,0.08144576,0
cirion_cair_echad,0.0021136468,0
cugu_ruith_toll,0.0031324406,0
cuil_magor_andrann,0.00023818848,0
daen_saelor_gil,0.0006276912,0
dagnir_archam_raegdan,0.0026565283,0
edlothiad_Ennor_graw,0.02337479,0
elvellon_gador_fern,0.0032511584,0
erchion_lobor_hwiniol,0.9106557,1
eryn_roch_tann,0.06330056,0
fang_aegas_fervain,0.00016047884,0
faradrim_yll_honeg,0.00019369605,0
faun_faradrim_cae,0.002574976,0
fern_lagor_guldur,0.0015862095,0
fervain_tamin_firion,0.0059559112,0
firiel_maen_sirion,0.1588514,0
forodrim_dunedhel_galadhrim,0.009932335,0
fuin_helegnen_rochir,0.0034251732,0
galadhrim_aderthad_balrog,0.0009083721,0
galadhrim_inias_Dornhoth,0.0015698475,0
galadhrim_uruk_gwend,0.012891365,0
galvorn_gador_braig,0.008597731,0
gas_magol_idhren,0.006458134,0
gil_amdir_corf,0.00217826,0
gilgalad_nidh_mir,0.010339434,0
glaur_Rochirrim_aeglir,0.0041277027,0
gwador_pent_faun,0.00016216844,0
gwaloth_aith_ulug,0.0042999675,0
gwanur_adar_anwar,0.04172561,0
gwarth_lin_lasguil,0.69309616,0
gwarth_rach_magor,0.046867043,0
gwathui_gwael_heron,0.013212621,0
gwathui_navaer_glaur,0.790476,1
gwaun_naer_tamin,0.0008615899,0
gwend_dol_inias,0.016619045,0
gwend_harad_lalaith,0.0045260093,0
gwilwileth_cair_tavor,0.07107333,0
hadhod_ram_calad,0.00017730016,0
hal_alae_suil,0.010068213,0
hast_eryn_ah,0.0025609971,0
haust_vin_uan,0.004389599,0
heleg_agar_melethron,0.004569679,0
helegnen_idhren_hul,0.0017610687,0
helegnen_tachol_corf,0.0014800858,0
imrad_lebed_corf,0.003950663,0
imrath_gaurwaith_mil,0.11757375,0
in_hervenn_malad,0.0009618136,0
lain_bronwe_tamin,0.0005543173,0
lain_gilgalad_pess,0.0018776451,0
lam_gwanur_lin,0.011183333,0
lam_lathron_talraph,0.00024157982,0
laug_imrath_gaur,0.00093379844,0
lebed_nadhras_iphant,0.0024115574,0
lebenedh_imrad_adab,0.0014890576,0
lebenedh_law_gwaloth,0.00013888402,0
lhug_amlug_ithildin,0.26822808,0
lin_cirion_maecheneb,0.027938677,0
lossen_rovalug_luithien,0.018880216,0
luin_thor_aear,0.63756734,0
lunt_gwend_imrath,0.39835295,0
magol_hador_thor,0.009884763,0
magor_aiglos_amon,0.0007229863,0
melethron_drafn_Gwathuirim,0.00048707888,0
mil_emel_mir,0.006481144,0
min_heleg_pethron,0.001577611,0
morgul_lembas_dam,0.0790085,0
muil_bragol_aeruil,0.004072801,0
muil_inias_dunadan,0.00011229219,0
muinthel_aegas_Druadan,0.0010214195,0
muinthel_cuil_uan,0.011689336,0
mund_parf_Eru,0.0023149878,0
nana_celeb_fast,0.0008212792,0
narthan_puig_haeron,0.14400811,0
nell_dam_guldur,0.0002376066,0
nell_rusc_roch,0.12489316,0
nestad_sogannen_gobennas,0.0038372125,0
nidh_pendrath_dunedhel,0.003730432,0
nim_cuin_saer,0.0024617224,0
nimp_tamin_alagos,0.00048429362,0
ninglor_ank_helegnen,0.0057769036,0
nost_tachol_rom,0.014111162,0
nur_angos_gaurwaith,0.0005979684,0
pent_gobennas_achas,0.012503598,0
perian_gwaun_minuial,0.0022066885,0
pilin_minai_bellas,0.040533092,0
ram_ogol_cuil,9.569913e-05,0
riel_edlothiad_elvellon,0.0006274703,0
ris_heledh_Tawarwaith,0.046352934,0
ris_hud_magor,0.043468423,0
rochir_eirien_tann,0.0019921814,0
romru_Gwathuirim_per,0.002090965,0
romru_ithildin_alagos,0.0009237631,0
ruith_bain_gwachaedir,0.037219215,0
rusc_emel_rist,0.011964826,0
sador_bass_tinuviel,0.03061264,0
saer_ylf_hervess,0.001926933,0
saew_aglareb_rhun,0.01979848,0
saig_forodrim_bass,0.019688541,0
tang_Gwathuirim_aerlinn,0.0022673288,0
thamas_pethron_eilian,0.0013000357,0
thangail_aran_adan,0.00044470833,0
thangail_rhun_meldir,0.010286054,0
uan_bellas_iaun,0.0025034347,0
ulug_espalass_muil,0.031506862,0
vin_celeb_ruith,0.061288614,0
Dornhoth_rist_lalaith,0.00023444612,0
Elrim_firiel_soga,0.26726478,0
Elrim_heledir_fervain,0.0012182674,0
Gwathuirim_meldir_fuin,0.9623566,1
Ithil_uanui_Eluwaith,0.03799679,0
Mirion_baug_angos,0.0020136877,0
Sindarin_araf_pilin,0.8709847,1
adar_amlug_eryn,0.0017300351,0
adel_glae_melethron,0.04624118,0
aderthad_ulug_nadhras,9.8973374e-05,0
aduial_anann_aphadrim,0.0009992224,0
aerlinn_nagol_bellas,0.028822705,0
agor_araf_faradrim,0.00072061515,0
amloth_pess_gwathui,0.1800843,0
amon_cirion_annon,0.9629134,1
angos_celon_lain,0.00082379853,0
ank_heledh_rudh,0.00067879015,0
anwar_gilgalad_luith,0.9431569,1
anwar_raef_fervain,0.0024701457,0
aranarth_gwilwileth_laer,0.050083824,0
aras_minai_yll,0.0006214363,0
aras_rusc_rhovan,0.0016424118,0
archam_calad_lossen,0.0027010227,0
badhor_rhach_rach,0.046902012,0
balrog_gil_rhosc,0.015151169,0
barad_nur_gobennas,0.0012450658,0
corf_annon_talraph,0.008624295,0
cugu_mund_celeb,0.00055804197,0
cund_gath_loss,0.31261063,0
cund_lathron_galenas,0.018372836,0
cyron_amlug_lebenedh,0.011584141,0
dannas_gul_bronwe,0.00032358067,0
dol_adan_dunadan,0.001021534,0
drafn_mund_mithren,4.546075e-05,0
draug_drafn_gwend,0.009207003,0
eirien_Druadan_ingem,0.98537076,1
eirien_uruk_cirdan,0.036709867,0
elu_certh_lam,0.001376028,0
emel_annon_aith,0.011364966,0
erchion_alagos_thurin,0.0014584741,0
eryn_saig_cirdan,0.0006097495,0
fang_gwilwileth_uan,0.015060964,0
fang_thamas_eirien,0.9439002,1
fern_aerlinn_rhovan,0.0018289979,0
firion_erchion_glae,0.025423506,0
forodrim_Mirion_balrog,0.0034207827,0
forodrim_navaer_rhach,0.03929308,0
fuin_ryn_amdir,0.9136002,1
gador_Tawarwaith_rhovan,0.10812467,0
gaur_barad_faradrim,0.00018666124,0
gaur_galas_rach,0.0008100185,0
gaurwaith_ira_fast,0.0008766201,0
gilgalad_nothrim_alph,0.040232945,0
glae_aear_minai,0.07107011,0
glae_anwar_adab,0.003340169,0
glandagol_gwael_gaur,0.05513259,0
gli_cirdan_lobor,0.05784175,0
graw_anann_uir,0.0019682785,0
gwael_saer_lebenedh,0.0016639547,0
gwarth_lorn_lost,0.0009468314,0
gwilwileth_dirnaith_lagor,0.0005109619,0
hadhod_annon_agarwaen,0.34377155,0
haeron_pendrath_gwaloth,0.003391822,0
haradrim_pess_gwarth,0.07616707,0
haust_fuin_paich,0.011705741,0
helegnen_rovalug_anwar,0.0012189818,0
hervenn_Gonhir_eryn,0.002583117,0
hervenn_alae_braig,0.04525657,0
hud_uanui_ira,0.009118781,0
iaun_gil_cuin,0.011800252,0
imlad_heron_lang,0.00047001033,0
ist_erchion_cyron,0.0117746815,0
ithron_galvorn_gaur,0.81268483,1
lacha_amlug_braig,0.10708179,0
lacha_duin_uanui,0.0066043413,0
lachenn_galenas_tamin,0.034916658,0
laer_gellui_gador,0.00091657904,0
lam_aegas_romru,0.24362247,0
lass_suil_aiglos,0.0025604325,0
lavan_peredhel_pilin,0.032324284,0
law_soga_Tawarwaith,0.000115650575,0
lebdas_noroth_ang,0.0011631956,0
lebenedh_aith_aear,0.001996641,0
lembas_hast_helegnen,0.0036118417,0
lobor_gwachaedir_emel,0.10879785,0
lost_muil_cabed,0.017519211,0
lost_ulug_aeglir,0.0026563755,0
lunt_thul_Sindarin,0.0056686644,0
maethor_ah_haeron,0.00063180976,0
mereth_iphant_gil,0.03588055,0
mil_ris_lain,0.002690084,0
minai_lebed_eilian,0.0004556845,0
morn_naer_fang,0.0015719496,0
muil_Gwathuirim_espalass,0.11735448,0
nana_aith_eglan,0.0011615976,0
narthan_suil_araf,0.00074854365,0
neledh_nell_cuin,0.015579836,0
nell_ithildin_uir,0.027394459,0
nestad_ablad_rach,0.0043599484,0
nidh_ram_achas,0.06279375,0
nim_lossen_lang,0.02178345,0
onodrim_dirnaith_minas,0.00073671306,0
onodrim_ulug_lobor,0.03813008,0
panas_salph_raug,0.0029016966,0
panas_soga_gador,0.00028841099,0
peredhel_aeruil_forodrim,0.017720867,0
perian_lagor_luithien,0.0005226426,0
pethron_Elrim_rochben,0.0013399484,0
pethron_neledh_glae,0.007615924,0
pod_gondrath_archam,0.016461188,0
pod_iar_celeb,0.2850499,0
raef_Mirion_lebed,0.98344207,1
randir_dam_ennorath,0.30256295,0
rhosc_minai_hend,0.00012729384,0
rhosc_noroth_bragol,0.0101826135,0
rhun_fang_tavor,0.0140518015,0
rom_raef_lavan,0.002632681,0
ruith_cuil_fast,0.00212691,0
rust_hador_parf,0.02396257,0
ryn_thamas_imrath,0.0025487042,0
sador_lin_eilian,0.07100859,0
saer_aith_talraph,0.0003650488,0
saig_idhren_daen,0.14544688,0
salab_heledh_Rochirrim,0.00048475244,0
salab_hu_maethor,0.12135679,0
salab_hwiniol_ira,0.0035604446,0
salab_tirith_Ithil,0.9315546,1
sammar_idhren_nath,0.0013432122,0
sirion_peredhel_suil,0.04460137,0
soga_hador_hadhod,0.074616216,0
soga_ylf_gas,0.04047965,0
tachol_hast_lam,0.015374399,0
tachol_saig_lorn,0.04167597,0
thangail_dol_sirion,0.0023676234,0
thangail_hend_nadhras,0.008874439,0
thurin_aegas_bregedur,0.94484377,1
thurin_pent_minuial,0.00035173417,0
thurin_rust_luin,0.0042134863,0
tobas_hun_peredhel,0.94565916,1
tobas_narthan_min,0.0009475633,0
uan_gaur_maethor,0.0026054136,0
ungol_limlug_tirith,0.007960535,0
ylf_gwador_eilian,0.00025122738,0
ylf_suil_eirien,0.0008834625,0
yll_tamin_fern,0.0096837375,0
Druadan_galadhrim_narthan,0.0023116795,0
Ithil_uan_hub,0.01616372,0
Mithrim_lam_anann,0.0047208173,0
Rochirrim_gwael_muinthel,0.00052852527,0
achad_gwaloth_pilin,0.014836194,0
achas_grond_pilin,0.097416624,0
achas_saer_hand,0.421396,1
adab_magol_cyron,0.0067986064,0
adar_ang_eredh,0.011282193,0
aderthad_cirdan_Eluwaith,0.08605808,0
aerlinn_aduial_aear,0.0005593576,0
aerlinn_gwarth_thor,0.009645615,0
aeruil_rust_harad,0.0108532095,0
aes_eglan_glae,0.0017061451,0
agarwaen_Elrim_muinthel,0.03220851,0
agarwaen_cund_rhosc,0.15294415,0
agarwaen_meldir_forodrim,0.0060399817,0
aglareb_gwarth_gli,0.24700013,0
aglareb_uan_midh,0.02293758,0
ah_eredh_annon,0.17048548,0
ah_ryn_gellui,0.0005345447,0
ai_cirdan_uir,0.020136215,0
alae_lost_hu,0.054096386,0
amath_cabor_minas,0.0023027235,0
angos_annon_aegas,0.00030392496,0
angos_hadhod_haudh,0.053138558,0
angos_hast_hud,0.0037078864,0
araf_cabed_raef,0.0011164364,0
aras_gilgalad_tann,5.8329246e-05,0
bellas_tachol_hand,0.0015008968,0
bronwe_gath_tavor,0.29263496,0
bronwe_manadh_firiel,0.0009965072,0
cabor_duin_magor,0.008230523,0
cabor_saelor_law,0.031153908,0
callon_agar_gwilwileth,0.012755877,0
caras_amlug_neledh,0.44639558,0
celair_daen_saew,0.055839088,0
celair_salab_iar,0.32956192,0
celeb_adar_aras,0.0070950217,0
celeb_heleg_archam,0.21097583,0
celon_ist_agor,8.228937e-05,0
certh_galas_aphadrim,0.0022742131,0
cirdan_aerlinn_Eru,0.007731585,0
cirdan_tang_nidh,0.27582633,0
cirion_gond_amon,0.00035193824,0
cyron_mithril_barad,0.01979409,0
dagnir_achad_lebed,0.0011876979,0
dirnaith_mithren_aeglir,0.07191425,0
echad_alph_lagor,0.00022790799,0
edlothiad_melethril_braig,0.0001642829,0
emel_galad_magor,0.0013262987,0
ennorath_curunir_eryn,0.014031574,0
eredh_saig_dunedhel,0.09942699,0
eryn_archam_fern,0.0074236286,0
fae_lagor_gond,0.050481047,0
fae_malad_gwend,0.00013918038,0
fang_lain_acharn,0.0006429847,0
fern_certh_pennas,0.0004246929,0
fuin_ang_panas,0.040773965,0
fuin_sogannen_alagos,0.013170845,0
gador_maethor_iphant,0.0026355654,0
galadh_mirdan_cuil,0.0047807563,0
galas_pent_haudh,0.00024140792,0
galenas_ablad_bregedur,0.00029429057,0
galvorn_ogol_aras,0.00047195272,0
gas_Eru_hud,0.17542157,0
gil_neledh_ris,0.02125968,0
glamor_minuial_adel,0.023949875,0
glaur_daen_magor,0.0070065823,0
glaur_raug_rom,0.0016422722,0
gli_naer_bronwe,0.005053846,0
gli_nothrim_limlug,0.0062031755,0
gobennas_minai_haust,0.0018754516,0
gwador_saew_aphadrim,0.0019958746,0
gwaun_loss_heleg,0.009751184,0
gwend_aranarth_soga,0.011800601,0
gwend_dunedhel_daen,0.12658158,0
gwend_fuin_ris,0.052983202,0
haeron_vin_amarth,0.008282097,0
hal_andrann_perian,0.0005105053,0
hal_galvorn_loss,0.0070081064,0
heleg_amon_lebenedh,0.37065414,0
helegnen_iaun_hu,0.014976062,0
hervess_uir_eryn,6.4963926e-05,0
hu_amon_certh,0.24754028,0
hu_toll_aduial,0.0014193569,0
hul_faen_min,0.025319833,0
hun_maen_hervess,0.9599888,1
